Finanskontoalias,Angivelse af finanskontoalias,Type,Brugergruppe/bruger,Ændret af
5520067703,09106-538521003-091078-779---,Delt,,mmge
5520069706,09106-538521003-091078-979---,Delt,,mmge
5520114000,09153-538521002-091070-409CPR--091064-5054,Delt,,jju
5520164709,09151-538521002-91935-479CPR---,Delt,,emu
5520164806,09151-538521002-091070-489CPR--091108-5054,Delt,,uir
5520165209,09151-538521002-091070-529CPR--091108-5054,Delt,,uir
5520464702,09151-538521001-91935-479CPR---,Delt,,emu
5521024005,09152-538521001-091070-409CPR---,Delt,,emu
5521044707,09151-538521001-091070-479CPR---,Delt,,emu
5521077206,09151-538521092-091070-729CPR---,Delt,,emu
5521087201,09151-538521092-091070-729CPR---,Delt,,emu
5521087708,09151-538521092-091070-779CPR---,Delt,,emu
5521097207,09152-538521092-091070-729CPR---,Delt,,emu
5521097703,09152-538521092-091070-779CPR---,Delt,,emu
5521114004,09153-538521001-91935-409CPR---,Delt,,emu
5521222206,09103-538521003-091203-229---,Delt,,mmge
5521232201,07051-538521003-060602-229---,Delt,,emu
5521235901,09103-538521003-091400-599---5054,Delt,,FujAdm07
5521241006,07051-538521003-060601-109---,Delt,,emu
5521244005,07051-538521003-060602-409---,Delt,,emu
5521279402,09151-538521003-091244-949---,Delt,,emu
5521357705,09106-538521002-091052-779---,Delt,,mmge
5521359406,09151-538521002-091247-949---,Delt,,emu
5521359708,09106-538521002-091052-979---,Delt,,mmge
5521554705,09151-538521001-091246-479---,Delt,,emu
5521591007,09103-538521003-091056-109---5054,Delt,,FujAdm07
5521611008,09103-538521003-091056-109---5054,Delt,,FujAdm07
5521611202,09103-538521003-091056-101---5054,Delt,,FujAdm07
5521611903,09103-538521003-091056-106---5054,Delt,,FujAdm07
5521624002,09103-538521003-091056-409--091155-5054,Delt,,FujAdm07
5521624908,09103-538521003-091056-499--091155-5054,Delt,,FujAdm07
5521634903,09103-538521003-091063-499--091004-5054,Delt,,FujAdm07
5521642302,09103-538521003-091063-239---5054,Delt,,FujAdm07
5521654904,09103-538521003-091063-499--091092-5054,Delt,,FujAdm07
5521664004,09103-538521003-091063-409--091130-5054,Delt,,FujAdm07
5521672902,09103-538521003-091063-299---5054,Delt,,FujAdm07
5521684005,09103-538521003-091063-409---5054,Delt,,FujAdm07
5521684900,09103-538521003-091063-499---5054,Delt,,FujAdm07
5521692903,09103-538521003-099001-299---5054,Delt,,FujAdm07
5521694000,09103-538521003-099001-409---5054,Delt,,FujAdm07
5521694906,09103-538521003-099001-499---5054,Delt,,FujAdm07
5521702909,09103-538521003-091061-299---5054,Delt,,FujAdm07
5521704006,09103-538521003-091061-409---5054,Delt,,FujAdm07
5521712203,09103-538521003-091205-229---5054,Delt,,FujAdm07
5521712904,09103-538521003-091205-299---5054,Delt,,FujAdm07
5521714001,09103-538521003-091205-409---5054,Delt,,FujAdm07
5521722950,09103-538521003-091208-299---5054,Delt,,FujAdm07
5521737206,09103-538521003-091056-729---5054,Delt,,FujAdm07
5521747708,09103-538521003-091206-779---5054,Delt,,FujAdm07
5521764009,09103-538521003-091207-409---5054,Delt,,FujAdm07
5521774004,09103-538521003-099014-409---5054,Delt,,FujAdm07
5521794005,09153-538521002-91935-409CPR---,Delt,,emu
5521824001,09152-538521001-91935-409CPR---,Delt,,emu
5521844002,09153-538521001-091245-409CPR---,Delt,,emu
5521845203,09151-538521001-091070-529CPR--091107-5054,Delt,,uir
5521877202,09151-538521092-091243-729---,Delt,,jun
5521877709,09106-532331004-091154-779---5054,Delt,,FujAdm07
5521879450,09151-532331004-091188-949--091057-5054,Delt,,FujAdm07
5521879701,09106-532331004-091154-979---5054,Delt,,FujAdm07
5521914000,09424-538521001-093151-409---5052,Delt,,FujAdm07
5521994004,09103-538521003-099014-409---5054,Delt,,FujAdm07
5522017908,09151-538521092-091070-799---,Delt,,mmge
5522024009,09103-538521003-091202-409---5054,Delt,,FujAdm07
5522027202,07051-538521003-091202-729---,Delt,,emu
5528561006,09182-532331004-091056-109---5054,Delt,,FujAdm07
5528561901,09182-532331004-091056-106---5054,Delt,,FujAdm07
5528564005,09182-532331004-091056-409---5054,Delt,,FujAdm07
5528569104,09182-532331004-091056-919---5054,Delt,,FujAdm07
5528569406,09182-532331004-091056-949---5054,Delt,,FujAdm07
5528572903,09182-532331004-099017-299---5054,Delt,,FujAdm07
5528574000,09182-532331004-099017-409---5054,Delt,,FujAdm07
5528574906,09182-532331004-099017-499---5054,Delt,,FujAdm07
5528592904,09182-532331004-091061-299---5054,Delt,,FujAdm07
5528594001,09182-532331004-091061-409---5054,Delt,,FujAdm07
5528599704,09182-532331004-091061-979---5054,Delt,,FujAdm07
5528602950,09182-532331004-099018-299---5054,Delt,,FujAdm07
5528604902,09182-532331004-099018-499---5054,Delt,,FujAdm07
5528612905,09182-532331004-091060-299---5054,Delt,,FujAdm07
5528614002,09182-532331004-091060-409---5054,Delt,,FujAdm07
5528614908,09182-532331004-091060-499---5054,Delt,,FujAdm07
5528624008,09182-538511001-091063-409--091004-5054,Delt,,emu
5528624903,07034-538511001-091063-499---,Delt,,jun
5528642308,09182-532331004-091063-239---5054,Delt,,FujAdm07
5528652303,09182-532331004-091063-239---5054,Delt,,FujAdm07
5528761005,09182-532331200-099012-109---5054,Delt,,FujAdm07
5528832905,09162-538521002-099001-299--091070-5054,Delt,,FujAdm07
5528834002,09162-538521002-099001-409--091070-5054,Delt,,FujAdm07
5528834908,09162-538521002-099001-499--091070-5054,Delt,,FujAdm07
5528839403,09162-538521002-099001-949--091070-5054,Delt,,FujAdm07
5528842900,09162-538521002-099001-299--091050-5054,Delt,,FujAdm07
5528844008,09162-538521002-099001-409--091050-5054,Delt,,FujAdm07
5528844903,09162-538521002-099001-499--091050-5054,Delt,,FujAdm07
5528847902,09162-538521002-099001-799--091050-5054,Delt,,FujAdm07
5528852906,09162-538521002-060603-291---,Delt,,emu
5528854003,09162-538521002-060603-291---,Delt,,emu
5528862200,09162-538521002-099001-229--091010-5054,Delt,,FujAdm07
5528862901,09162-538521002-099001-299--091010-5054,Delt,,FujAdm07
5528864904,09162-538521002-099001-499--091010-5054,Delt,,FujAdm07
5528882902,09162-538521002-099001-299--091026-5054,Delt,,FujAdm07
5528884050,09162-538521002-060603-409---,Delt,,emu
5528884905,09162-538521002-099001-499---,Delt,,emu
5528904906,09162-538521002-099006-499---,Delt,,jun
5528909401,09162-538521002-093071-299---,Delt,,jun
5528912909,09162-538521002-091153-299---5054,Delt,,FujAdm07
5528922904,09162-538521002-091153-299---5054,Delt,,FujAdm07
5528924508,09162-538521002-091153-459---5054,Delt,,FujAdm07
5528924907,09162-538521002-091153-499---5054,Delt,,FujAdm07
5528934503,09162-538521002-091153-459---5054,Delt,,FujAdm07
5528944509,09162-538521002-091087-459---5054,Delt,,FujAdm07
5528952900,09162-538521002-091153-299---5054,Delt,,FujAdm07
5528954008,09162-538521002-091153-409---5054,Delt,,FujAdm07
5528954903,09162-538521002-091153-499---5054,Delt,,FujAdm07
5528961004,09162-538521002-060601-109---,Delt,,emu
5528961950,09162-538521002-060601-106---,Delt,,emu
5528964909,09162-538521002-060602-499---,Delt,,emu
5528969102,09162-538521002-060601-919---,Delt,,emu
5528969706,09162-538521002-060602-979---,Delt,,emu
5528972901,09162-538521002-091109-299--091071-5054,Delt,,FujAdm07
5528982907,09162-538521002-091109-299--091072-5054,Delt,,FujAdm07
5528984950,09162-538521002-091109-499--091072-5054,Delt,,FujAdm07
5528987208,09162-538521002-093071-729---,Delt,,jun
5528992902,09162-538521002-091109-299--091008-5054,Delt,,FujAdm07
5528994506,09162-538521002-091109-459--091008-5054,Delt,,FujAdm07
5529002906,09162-538521002-091109-299--091073-5054,Delt,,FujAdm07
5529004003,09162-538521002-091109-409--091073-5054,Delt,,FujAdm07
5529004550,09162-538521002-091109-459--091073-5054,Delt,,FujAdm07
5529017709,09162-538521002-091109-779--091075-5054,Delt,,FujAdm07
5529022303,09162-538521002-091109-239---5054,Delt,,FujAdm07
5529022907,09162-538521002-091109-299--091074-5054,Delt,,FujAdm07
5529024004,09162-538521002-091109-409--091074-5054,Delt,,FujAdm07
5529032201,09162-538521002-091109-229--091070-5054,Delt,,FujAdm07
5529032902,09162-538521002-091109-299--091070-5054,Delt,,FujAdm07
5529034050,09162-538521002-091109-409--091070-5054,Delt,,FujAdm07
5529034905,09162-538521002-091109-499--091070-5054,Delt,,FujAdm07
5529044005,09162-538521002-091109-409--091026-5054,Delt,,FujAdm07
5529044900,09162-538521002-093071-299---,Delt,,jun
5529047209,09162-538521002-091109-729--091026-5054,Delt,,FujAdm07
5529049406,07051-538521003-060603-949---,Delt,,emu
5529052202,09162-538521002-091084-229---5054,Delt,,FujAdm07
5529057204,09162-538521002-091083-729---5054,Delt,,FujAdm07
5529067250,09162-538521002-091083-729---,Delt,,mmge
5529071002,09162-538521200-060601-109---,Delt,,emu
5529071908,09162-538521200-060601-106---,Delt,,emu
5529074001,09162-538521200-060602-409---,Delt,,emu
5529079704,09162-538521200-099012-979---5054,Delt,,FujAdm07
5529097206,09162-538521002-060602-729---,Delt,,emu
5530101004,09727-538531002-060601-109---,Delt,,emu
5530104003,09727-538531002-060601-409---,Delt,,emu
5530354050,09151-538531003-091079-409CPR---5054,Delt,,jju
5530354700,09151-538531003-091079-479CPR---5054,Delt,,jju
5530354905,09151-538531003-091079-499CPR---5054,Delt,,jju
5530367705,09151-538531003-091079-779CPR---5054,Delt,,jju
5530375201,09151-538531003-091079-529CPR---5054,Delt,,jju
5530851003,09151-538531004-091189-109---,Delt,,mmge
5530854002,09151-538531004-091189-409CPR---5054,Delt,,jju
5530854703,09151-538531004-091189-479CPR---5054,Delt,,jju
5531048603,09107-538532999-091100-869---5054,Delt,,FujAdm07
5532001007,01005-538531003-010099-109---,Delt,,mmge
5532005207,01005-538531003-010095-529---3046,Delt,,FujAdm07
5538692907,09181-538531002-091184-299---5054,Delt,,FujAdm07
5538708609,09181-538531002-091184-869---5054,Delt,,FujAdm07
5538777600,09181-538531002-091057-769--091017-5054,Delt,,FujAdm07
5538779409,09181-538531002-091057-949--091017-5054,Delt,,FujAdm07
5538782906,09181-538531002-091057-299--091002-5054,Delt,,FujAdm07
5538784003,09181-538531002-099016-409---5054,Delt,,FujAdm07
5538792901,09181-538531002-091057-299--091015-5054,Delt,,FujAdm07
5538794009,09181-538531002-091057-409--091015-5054,Delt,,FujAdm07
5538794904,09181-538531002-091057-499--091015-5054,Delt,,FujAdm07
5538802907,09181-538531002-091057-299--091016-5054,Delt,,FujAdm07
5538804004,09181-538531002-091057-409--091016-5054,Delt,,FujAdm07
5538804950,09181-538531002-091057-499--091016-5054,Delt,,FujAdm07
5580054708,09151-538581002-091080-479CPR---,Delt,,emu
5580054805,09151-538581002-091080-489CPR--091046-5054,Delt,,uir
5580099450,09151-538581002-91935-949CPR---,Delt,,emu
5580124005,09151-538581002-091234-409CPR---,Delt,,emu
5580125206,09151-538581002-091234-529CPR---,Delt,,emu
5580127705,09151-538581002-091080-779CPR--091009-5054,Delt,,uir
5580201050,09210-538581002-091056-109---,Delt,,mmge
5580201905,09210-538581002-091056-106---5054,Delt,,FujAdm07
5580209108,09210-538581002-091056-919---5054,Delt,,FujAdm07
5580211005,09210-538581002-091056-109---,Delt,,mmge
5580211900,09210-538581002-091056-106---5054,Delt,,FujAdm07
5580237705,09210-538581002-091056-779---5054,Delt,,FujAdm07
5580242903,09210-538581002-099010-299---5054,Delt,,FujAdm07
5580244000,09210-538581002-099017-409---,Delt,,emu
5580244906,09210-538581002-099010-499---5054,Delt,,FujAdm07
5580252909,09210-538581002-099001-299---5054,Delt,,FujAdm07
5580299700,09106-538581002-091082-979CPR---,Delt,,mmge
5580309404,09151-538581002-091233-949CPR---,Delt,,emu
5580324004,09210-538581002-091117-409---5054,Delt,,FujAdm07
5580364006,09210-538581002-091123-409---5054,Delt,,FujAdm07
5581157910,07025-538581002-091091-799CPR--021046-,Delt,,emu
5581159708,07025-538581002-091091-979CPR--021046-,Delt,,emu
5588564004,09153-538581002-091080-409CPR---,Delt,,emu
5588564950,09153-538581002-091080-499--091046-5054,Delt,,FujAdm07
5588571000,09208-538581002-099001-409---,Delt,,jun
5588571906,09208-538581002-091056-106---5054,Delt,,FujAdm07
5588579109,09208-538581002-091056-919---5054,Delt,,FujAdm07
5588581006,09208-538581002-099001-409---,Delt,,jun
5588589708,09208-538581002-091056-979---5054,Delt,,FujAdm07
5588597700,09208-538581002-099001-409---,Delt,,jun
5588599703,09208-538581002-091056-979---5054,Delt,,FujAdm07
5588602909,09208-538581002-099001-409---,Delt,,jun
5588604006,09208-538581002-099010-409---5054,Delt,,FujAdm07
5588604901,09208-538581002-099010-499---5054,Delt,,FujAdm07
5588612203,09208-538581002-099001-229---5054,Delt,,FujAdm07
5588612904,09208-538581002-099001-299---5054,Delt,,FujAdm07
5588614001,09208-538581002-099001-409---,Delt,,jun
5588629203,09208-538581002-091115-929---5054,Delt,,FujAdm07
5588637702,09106-538581002-091091-779CPR---,Delt,,mmge
5588639403,09151-538581002-091235-949CPR---,Delt,,emu
5588639705,09106-538581002-091091-979CPR---,Delt,,mmge
5588652302,09208-538581002-091141-239---5054,Delt,,FujAdm07
5588684050,09208-538581002-099001-409--091080-5054,Delt,,FujAdm07
5588684905,09208-538581002-099001-499--091080-5054,Delt,,FujAdm07
5588692908,09208-538581002-099001-299--091006-5054,Delt,,FujAdm07
5588722904,09208-538581002-099001-299--091081-5054,Delt,,FujAdm07
5588732306,09208-538581002-099001-239--091082-5054,Delt,,FujAdm07
5588752900,09208-538581002-099001-299--091084-5054,Delt,,FujAdm07
5588764909,09208-538581002-091063-499---5054,Delt,,FujAdm07
5588772200,09208-538581002-099010-229--091087-5054,Delt,,FujAdm07
5588782907,09208-538581002-099010-299--091088-5054,Delt,,FujAdm07
5588802908,09208-538581002-091136-299---5054,Delt,,FujAdm07
5588804900,09208-538581002-091136-499---5054,Delt,,FujAdm07
5588814000,09208-538581002-099001-409---,Delt,,jun
5588832904,09208-538581002-091147-299---5054,Delt,,FujAdm07
5588864008,09152-538581002-091080-409CPR---,Delt,,emu
5588874003,09153-538581002-091080-409CPR--091009-5054,Delt,,uir
5588877703,09151-538581002-091080-779CPR--091009-5054,Delt,,uir
5588884009,09153-538581002-091080-409CPR--091046-5054,Delt,,uir
5590061001,09391-538591002-060601-109---,Delt,,jun
5590067204,09185-538591002-091198-729---,Delt,,madw
5590071007,09391-538591200-099012-109---,Delt,,emu
5590074006,09391-538591200-099012-409---,Delt,,emu
5590094007,09391-530291003-060602-499---,Delt,,jun
5590111009,09391-538591002-060602-499---,Delt,,jun
5591001002,09207-538591002-091027-109---,Delt,,mmge
5591001908,09207-538591002-091027-106---5054,Delt,,FujAdm07
5591007701,09207-538591002-091027-779---5054,Delt,,FujAdm07
5591009100,09207-538591002-091027-919---5054,Delt,,FujAdm07
5591009704,09207-538591002-091027-979---5054,Delt,,FujAdm07
5591024002,09207-538591002-091131-409---,Delt,,mmge
5591032900,09207-538591002-099017-299---5054,Delt,,FujAdm07
5591034008,09207-538591002-099017-409---5054,Delt,,FujAdm07
5591034903,09207-538591002-099017-499---5054,Delt,,FujAdm07
5591042906,09207-538591002-091145-299---5054,Delt,,FujAdm07
5591044550,09207-538591002-091145-459---5054,Delt,,FujAdm07
5591044909,09207-538591002-091145-499---5054,Delt,,FujAdm07
5591054009,09207-538591002-091119-409---5054,Delt,,FujAdm07
5591054904,09207-538591002-091119-499---5054,Delt,,FujAdm07
5591064950,09207-538591002-091151-499---5054,Delt,,FujAdm07
5591072309,09207-538591002-099013-239---5054,Delt,,FujAdm07
5591082304,09207-538591002-099005-239---5054,Delt,,FujAdm07
5591092903,09207-538591002-091040-299---5054,Delt,,FujAdm07
5591099401,09207-538591002-091040-949---5054,Delt,,FujAdm07
5591102909,09207-538591002-099006-299---5054,Delt,,FujAdm07
5591104502,09207-538591002-099006-459---5054,Delt,,FujAdm07
5591132905,09207-538591002-091132-299---5054,Delt,,FujAdm07
5591134002,09207-538591002-091132-409---5054,Delt,,FujAdm07
5591134908,09207-538591002-091132-499---5054,Delt,,FujAdm07
5591142307,09207-538591002-091016-239---5054,Delt,,FujAdm07
5591144008,09207-538591002-099011-409---5054,Delt,,FujAdm07
5591144903,09207-538591002-091016-499---5054,Delt,,FujAdm07
5591149409,09201-538591002-099017-949---5054,Delt,,FujAdm07
5591162901,09207-538591002-091152-299---5054,Delt,,FujAdm07
5591164009,09207-538591002-091152-409---5054,Delt,,FujAdm07
5591164904,09207-538591002-091152-499---5054,Delt,,FujAdm07
5591174004,09207-538591002-091134-409---5054,Delt,,FujAdm07
5591187750,09106-538591002-091093-779---,Delt,,mmge
5591189702,09106-538591002-091093-979---,Delt,,mmge
5591192703,09207-538591002-091132-279---5054,Delt,,FujAdm07
5591194005,09207-538591002-091016-409---5054,Delt,,FujAdm07
5591194900,09207-538591002-091016-499---5054,Delt,,FujAdm07
5591207204,09205-538591002-091127-729---,Delt,,mmge
5591262906,09207-538591002-091015-299---5054,Delt,,FujAdm07
5591279450,09151-538591002-091236-949CPR---,Delt,,emu
5591282907,09207-538591002-091117-299---5054,Delt,,FujAdm07
5591284004,09207-538591002-091117-409---5054,Delt,,FujAdm07
5591284950,09207-538591002-091117-499---5054,Delt,,FujAdm07
5591302908,09207-538591002-099017-299---5054,Delt,,FujAdm07
5591382901,09207-538591002-091133-299---5054,Delt,,FujAdm07
5591434006,09201-538591002-099017-409---5054,Delt,,FujAdm07
5591444001,09207-538591002-091049-409---5054,Delt,,FujAdm07
5591472250,09207-538591002-099006-229---5054,Delt,,FujAdm07
5591472900,09207-538591002-099006-299---5054,Delt,,FujAdm07
5591474008,09207-538591002-099008-409---5054,Delt,,FujAdm07
5591474903,09207-538591002-099008-499---5054,Delt,,FujAdm07
5591477201,09207-538591002-099006-729---5054,Delt,,FujAdm07
5591479700,09207-538591002-099006-979---5054,Delt,,FujAdm07
5591481004,09207-538591200-099012-109---,Delt,,mmge
5591501005,09201-538591200-099012-109---,Delt,,mmge
5591501900,09201-538591002-091056-106---5054,Delt,,FujAdm07
5591504004,09201-538591002-091056-409---,Delt,,mmge
5591511000,09201-538591200-099012-109---,Delt,,mmge
5591512902,09201-538591002-099017-299---5054,Delt,,FujAdm07
5591514050,09201-538591002-099017-409---5054,Delt,,FujAdm07
5591514905,09201-538591002-099017-499---5054,Delt,,FujAdm07
5591519400,09201-538591002-099017-949---5054,Delt,,FujAdm07
5591522908,09201-538591002-091145-299---5054,Delt,,FujAdm07
5591524501,09201-538591002-091145-459---5054,Delt,,FujAdm07
5591534906,09201-538591002-091119-499---5054,Delt,,FujAdm07
5591562950,09201-538591002-091209-299---5054,Delt,,FujAdm07
5591564902,09201-538591002-091209-499---5054,Delt,,FujAdm07
5591569408,09201-538591002-091209-949---5054,Delt,,FujAdm07
5591572905,09201-538591002-099006-299---5054,Delt,,FujAdm07
5591582250,09201-538591002-091152-229---5054,Delt,,FujAdm07
5591582900,09201-538591002-091152-299---5054,Delt,,FujAdm07
5591584008,09201-538591002-091152-409---5054,Delt,,FujAdm07
5591584903,09201-538591002-091152-499---5054,Delt,,FujAdm07
5591589409,09201-538591002-091152-949---5054,Delt,,FujAdm07
5591592906,09201-538591002-091117-299---5054,Delt,,FujAdm07
5591594003,09201-538591002-091117-409---5054,Delt,,FujAdm07
5591594909,09201-538591002-091117-499---5054,Delt,,FujAdm07
5591602901,09201-538591002-091004-299---5054,Delt,,FujAdm07
